filename,corvi-plus,rajan-ours-plus
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00020.png,20.192392,19.24189
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00035.png,21.616909,15.86145
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00039.png,9.896795,9.06958
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00074.png,18.08109,16.915596
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00127.png,20.987778,15.912539
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv4_00143.png,16.545664,11.559108
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00003.png,16.325722,10.005642
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00009.png,23.044964,18.123674
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00020.png,16.627623,13.588612
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00027.png,23.51327,20.721542
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00039.png,18.774567,17.194595
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00100.png,11.71587,10.805481
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00135.png,25.537617,17.814857
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/000_sdv5_00195.png,20.152628,14.060896
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00020.png,18.34929,14.720358
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00035.png,30.943052,15.368965
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00039.png,33.27735,16.440617
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00074.png,17.903913,18.373978
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00127.png,22.664038,15.297479
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv4_00143.png,19.021015,17.012222
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00003.png,33.240643,18.998264
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00009.png,14.83611,13.257018
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00020.png,22.558334,18.736225
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00027.png,20.715603,12.243737
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00039.png,28.875742,12.055166
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00100.png,10.678857,14.307114
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00135.png,16.134321,14.612955
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/001_sdv5_00195.png,10.303787,12.074028
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00020.png,18.208174,11.50107
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00035.png,21.334026,15.846605
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00039.png,8.900119,7.4189653
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00074.png,21.525305,16.851963
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00127.png,21.42679,12.919189
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv4_00143.png,14.945041,10.142061
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00003.png,15.30428,9.710605
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00009.png,20.069908,14.874144
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00020.png,17.029083,12.671164
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00027.png,20.145136,14.90595
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00039.png,13.88803,12.717825
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00100.png,18.289469,16.509804
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00135.png,19.929295,11.101572
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/002_sdv5_00195.png,25.74133,17.675415
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00020.png,23.417067,17.34999
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00035.png,13.786793,9.645517
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00039.png,12.490291,9.311714
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00074.png,11.3612385,7.880642
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00127.png,20.446255,11.9866495
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv4_00143.png,17.196644,12.488564
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00003.png,9.043778,11.495901
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00009.png,16.534105,13.56432
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00020.png,27.221308,23.117573
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00027.png,20.225977,15.603075
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00039.png,11.870508,11.954472
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00100.png,17.187416,12.532483
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00135.png,24.687439,15.53487
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/003_sdv5_00195.png,23.966408,15.443867
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00020.png,20.038052,13.223191
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00035.png,12.283408,11.22019
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00039.png,10.631008,8.608038
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00074.png,25.9555,17.118935
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00127.png,7.0522385,6.83015
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv4_00143.png,21.972424,16.63938
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00003.png,12.7546835,11.301532
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00009.png,17.841347,13.328262
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00020.png,25.291054,18.182367
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00027.png,18.644018,15.817686
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00039.png,7.7052755,6.0823812
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00100.png,20.664724,15.963566
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00135.png,24.846369,15.929375
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/004_sdv5_00195.png,22.8906,12.94827
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00020.png,22.569078,12.83647
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00035.png,22.643744,11.992066
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00039.png,33.41642,16.573502
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00074.png,26.73743,17.841908
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00127.png,23.362303,12.068239
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv4_00143.png,25.181906,13.555431
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00003.png,27.341295,17.240097
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00009.png,26.059834,17.22777
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00020.png,18.71167,10.520338
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00027.png,29.678108,19.7023
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00039.png,30.299393,15.402016
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00100.png,22.676052,14.283257
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00135.png,19.920572,12.950922
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/005_sdv5_00195.png,18.118868,10.617018
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00003.png,28.990778,17.07723
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00009.png,30.179668,18.849121
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00020.png,26.909536,13.988405
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00039.png,17.035784,16.680826
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00074.png,26.348116,15.132596
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv4_00127.png,21.723413,16.540646
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00003.png,22.3235,13.742556
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00009.png,21.756754,16.004595
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00020.png,26.393822,14.750927
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00027.png,27.640238,17.998165
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00039.png,21.930462,18.331993
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00100.png,11.76177,10.906691
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00135.png,14.494626,10.882006
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/006_sdv5_00195.png,16.82487,13.125132
/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/SD/val/ai/007_sdv4_00003.png,17.806934,10.767054
